Atk_Attack,Atk_SpAtk,Atk_Type1,Atk_Type2,Def_Defense,Def_SpDef,Def_Type1,Def_Type2,Move_Power,Move_Type,Move_Category,Damage
75,108,Flying,Mono,133,123,Dark,Mono,120,Flying,Physical,41
96,108,Normal,Mono,133,111,Flying,Rock,90,Normal,Special,29
66,151,Ice,Bug,152,94,Rock,Mono,90,Grass,Special,126
97,70,Ghost,Normal,103,82,Rock,Bug,120,Fighting,Physical,49
66,151,Ice,Bug,133,111,Flying,Rock,90,Ice,Special,163
72,80,Steel,Water,140,134,Flying,Mono,90,Water,Special,31
94,165,Bug,Poison,103,132,Fairy,Mono,80,Poison,Physical,86
64,91,Psychic,Mono,131,82,Bug,Mono,90,Psychic,Special,57
49,71,Ice,Grass,153,54,Psychic,Mono,70,Ghost,Physical,20
118,99,Fire,Ground,131,82,Bug,Mono,90,Fire,Special,127
53,96,Normal,Fire,119,88,Ghost,Mono,90,Fire,Special,60
72,117,Flying,Rock,90,98,Flying,Mono,120,Flying,Physical,64
52,96,Normal,Mono,95,134,Dark,Fairy,80,Steel,Special,46
129,118,Rock,Flying,82,63,Rock,Mono,90,Ground,Special,145
139,120,Poison,Mono,135,139,Fairy,Dark,80,Poison,Physical,100
113,87,Ice,Flying,67,56,Flying,Dragon,75,Ice,Physical,338
79,69,Water,Psychic,130,72,Ice,Bug,75,Rock,Physical,80
103,111,Bug,Mono,150,158,Psychic,Poison,90,Bug,Special,38
128,71,Grass,Dragon,128,132,Fighting,Electric,90,Water,Physical,35
80,97,Poison,Bug,126,149,Fairy,Flying,90,Poison,Special,76
155,114,Water,Mono,144,106,Dragon,Mono,90,Psychic,Special,56
106,56,Flying,Mono,147,78,Normal,Mono,120,Flying,Physical,55
113,87,Ice,Flying,139,100,Water,Fairy,120,Flying,Physical,59
102,117,Ghost,Mono,88,79,Bug,Mono,90,Fire,Special,115
125,61,Fighting,Ice,124,78,Fighting,Fairy,80,Psychic,Physical,65
53,104,Fairy,Flying,107,78,Fire,Ghost,95,Fairy,Special,36
98,96,Fire,Bug,59,52,Ground,Mono,90,Bug,Special,95
102,87,Water,Mono,124,78,Fighting,Fairy,90,Water,Special,63
88,149,Rock,Bug,101,72,Ghost,Normal,80,Dark,Physical,60
106,54,Dark,Mono,114,58,Ice,Mono,120,Fighting,Physical,100
99,120,Poison,Mono,133,111,Flying,Rock,90,Grass,Special,40
136,73,Ghost,Mono,75,52,Flying,Mono,80,Rock,Special,94
155,114,Water,Mono,74,54,Fire,Bug,90,Water,Special,252
136,73,Ghost,Mono,126,149,Fairy,Flying,70,Ghost,Physical,49
136,73,Ghost,Mono,102,124,Fighting,Ice,70,Ghost,Physical,56
97,70,Ghost,Normal,67,56,Flying,Dragon,70,Ghost,Physical,65
144,117,Water,Ice,148,124,Ice,Ground,90,Water,Special,109
154,116,Flying,Mono,146,145,Normal,Fire,120,Flying,Physical,72
117,130,Fire,Ghost,153,54,Psychic,Mono,70,Ghost,Physical,66
128,94,Fire,Normal,124,113,Normal,Mono,90,Normal,Special,50
114,118,Fairy,Mono,74,54,Fire,Bug,85,Dragon,Special,77
128,94,Fire,Normal,53,171,Water,Mono,75,Electric,Physical,142
51,98,Fighting,Fairy,62,162,Normal,Mono,80,Fighting,Special,63
72,117,Flying,Rock,93,129,Ghost,Mono,120,Flying,Physical,56
106,68,Grass,Normal,128,87,Rock,Mono,90,Grass,Physical,87
52,96,Normal,Mono,103,132,Fairy,Mono,80,Steel,Special,48
156,131,Ice,Mono,117,80,Poison,Mono,90,Ice,Special,97
140,85,Ice,Ground,70,96,Ice,Mono,100,Ground,Physical,132
169,126,Poison,Mono,157,90,Grass,Poison,90,Poison,Special,82
128,71,Grass,Dragon,55,86,Poison,Mono,90,Water,Physical,86
106,54,Dark,Mono,64,101,Water,Ice,120,Fighting,Physical,161
105,94,Fairy,Mono,128,128,Grass,Dragon,90,Fairy,Physical,96
63,91,Psychic,Poison,104,110,Grass,Normal,80,Poison,Physical,92
110,67,Fighting,Mono,103,82,Rock,Bug,120,Fighting,Physical,84
53,104,Fairy,Flying,93,129,Ghost,Mono,95,Fairy,Special,48
80,97,Poison,Bug,133,123,Dark,Mono,90,Bug,Special,86
72,80,Steel,Water,64,75,Water,Mono,80,Dark,Special,35
105,94,Fairy,Mono,101,95,Ice,Flying,75,Electric,Physical,70
102,87,Water,Mono,152,94,Rock,Mono,90,Water,Special,108
75,136,Fairy,Dark,135,90,Fire,Normal,80,Fighting,Special,96
72,117,Flying,Rock,110,113,Rock,Flying,75,Ice,Physical,39
53,104,Fairy,Flying,95,134,Dark,Fairy,95,Fairy,Special,98
102,87,Water,Mono,132,149,Ghost,Mono,80,Dark,Physical,54
79,97,Flying,Mono,104,110,Grass,Normal,120,Flying,Physical,126
136,73,Ghost,Mono,147,78,Normal,Mono,80,Rock,Special,29
63,91,Psychic,Poison,140,134,Flying,Mono,80,Rock,Special,42
102,87,Water,Mono,71,43,Psychic,Mono,90,Water,Special,108
101,86,Water,Fairy,132,149,Ghost,Mono,90,Water,Physical,43
155,114,Water,Mono,140,103,Flying,Mono,90,Water,Special,60
64,134,Flying,Mono,128,128,Grass,Dragon,75,Flying,Special,92
140,85,Ice,Ground,140,87,Psychic,Electric,100,Ground,Physical,125
118,99,Fire,Ground,133,111,Flying,Rock,80,Steel,Special,58
107,128,Ghost,Grass,101,79,Bug,Mono,70,Ghost,Physical,49
129,118,Rock,Flying,93,129,Ghost,Mono,80,Rock,Special,46
64,134,Flying,Mono,110,113,Rock,Flying,90,Water,Physical,48
106,56,Flying,Mono,132,149,Ghost,Mono,120,Flying,Physical,62
99,120,Poison,Mono,133,111,Flying,Rock,90,Grass,Special,44
63,91,Psychic,Poison,104,110,Grass,Normal,80,Poison,Physical,65
155,81,Rock,Mono,79,138,Water,Psychic,80,Dark,Physical,120
53,96,Normal,Fire,127,95,Steel,Water,90,Fire,Special,60
57,130,Fighting,Electric,93,129,Ghost,Mono,70,Ghost,Physical,38
73,91,Flying,Mono,133,111,Flying,Rock,75,Flying,Special,29
139,120,Poison,Mono,72,77,Dark,Mono,80,Poison,Physical,93
98,96,Fire,Bug,55,86,Poison,Mono,80,Bug,Physical,45
136,73,Ghost,Mono,133,111,Flying,Rock,80,Rock,Special,43
139,74,Ground,Mono,114,58,Ice,Mono,100,Ground,Physical,77
53,69,Psychic,Mono,110,113,Rock,Flying,90,Psychic,Special,33
83,54,Psychic,Mono,137,88,Water,Mono,90,Psychic,Special,33
102,117,Ghost,Mono,110,113,Rock,Flying,80,Ghost,Special,48
72,80,Steel,Water,65,58,Flying,Mono,90,Water,Special,79
155,114,Water,Mono,57,130,Psychic,Mono,80,Dark,Physical,194
129,118,Rock,Flying,128,128,Grass,Dragon,75,Flying,Special,81
148,79,Dark,Mono,135,139,Fairy,Dark,90,Poison,Special,44
122,101,Fairy,Rock,146,145,Normal,Fire,75,Rock,Physical,87
114,118,Fairy,Mono,165,124,Flying,Mono,95,Fairy,Special,55
110,67,Fighting,Mono,124,78,Fighting,Fairy,120,Fighting,Physical,31
118,99,Fire,Ground,102,124,Fighting,Ice,90,Fire,Special,91
68,135,Ghost,Mono,135,139,Fairy,Dark,95,Fairy,Special,118
118,99,Fire,Ground,65,58,Flying,Mono,75,Ice,Physical,106
106,54,Dark,Mono,146,145,Normal,Fire,120,Fighting,Physical,69
106,56,Flying,Mono,150,158,Psychic,Poison,120,Flying,Physical,53
129,118,Rock,Flying,114,76,Dark,Mono,80,Rock,Special,77
106,54,Dark,Mono,102,79,Fire,Ground,80,Dark,Physical,48
53,104,Fairy,Flying,101,72,Ghost,Normal,95,Fairy,Special,92
66,120,Fairy,Mono,62,162,Normal,Mono,90,Fairy,Physical,65
155,81,Rock,Mono,148,63,Poison,Bug,80,Rock,Special,139
127,62,Psychic,Electric,93,129,Ghost,Mono,75,Electric,Physical,61
63,91,Psychic,Poison,101,79,Bug,Mono,80,Rock,Special,79
66,120,Fairy,Mono,117,135,Bug,Poison,80,Psychic,Physical,39
103,111,Bug,Mono,128,128,Grass,Dragon,75,Ice,Physical,106
102,87,Water,Mono,152,94,Rock,Mono,90,Water,Special,99
122,101,Fairy,Rock,140,103,Flying,Mono,80,Rock,Special,106
102,117,Ghost,Mono,139,100,Water,Fairy,80,Ghost,Special,55
101,86,Water,Fairy,103,132,Fairy,Mono,80,Poison,Physical,68
154,116,Flying,Mono,93,129,Ghost,Mono,120,Flying,Physical,178
106,56,Flying,Mono,82,63,Rock,Mono,120,Flying,Physical,50
79,69,Water,Psychic,110,113,Rock,Flying,90,Water,Physical,77
83,54,Psychic,Mono,102,124,Fighting,Ice,80,Psychic,Physical,87
139,120,Poison,Mono,128,128,Grass,Dragon,80,Poison,Physical,106
106,68,Grass,Normal,128,128,Grass,Dragon,80,Dragon,Physical,55
129,118,Rock,Flying,75,52,Flying,Mono,80,Rock,Special,228
144,117,Water,Ice,124,78,Fighting,Fairy,90,Fairy,Physical,83
79,97,Flying,Mono,72,77,Dark,Mono,120,Flying,Physical,76
101,86,Water,Fairy,130,120,Psychic,Mono,90,Water,Physical,43
99,64,Ground,Mono,148,63,Poison,Bug,90,Ground,Special,62
156,131,Ice,Mono,75,52,Flying,Mono,90,Ice,Special,257
169,126,Poison,Mono,150,114,Fighting,Mono,90,Fairy,Physical,88
72,117,Flying,Rock,137,88,Water,Mono,75,Flying,Special,66
108,148,Dark,Mono,70,96,Ice,Mono,80,Dark,Special,73
85,128,Flying,Electric,93,129,Ghost,Mono,90,Electric,Special,55
137,43,Flying,Mono,61,75,Ground,Mono,120,Flying,Physical,178
119,55,Bug,Mono,117,135,Bug,Poison,80,Dark,Physical,33
136,73,Ghost,Mono,103,132,Fairy,Mono,70,Ghost,Physical,55
169,126,Poison,Mono,149,112,Fairy,Mono,90,Poison,Special,117
129,118,Rock,Flying,102,91,Flying,Mono,80,Rock,Special,135
156,131,Ice,Mono,104,110,Grass,Normal,120,Fighting,Physical,216
102,117,Ghost,Mono,64,101,Water,Ice,70,Ghost,Physical,68
75,108,Flying,Mono,103,132,Fairy,Mono,120,Flying,Physical,57
68,135,Ghost,Mono,147,78,Normal,Mono,95,Fairy,Special,74
57,130,Fighting,Electric,128,128,Grass,Dragon,80,Fighting,Special,47
128,71,Grass,Dragon,72,77,Dark,Mono,90,Water,Physical,66
125,61,Fighting,Ice,130,110,Fairy,Rock,120,Fighting,Physical,70
136,73,Ghost,Mono,53,171,Water,Mono,70,Ghost,Physical,108
154,81,Electric,Mono,150,158,Psychic,Poison,75,Electric,Physical,51
75,136,Fairy,Dark,139,100,Water,Fairy,95,Fairy,Special,74
102,117,Ghost,Mono,152,94,Rock,Mono,80,Ghost,Special,62
148,81,Normal,Mono,149,112,Fairy,Mono,85,Normal,Physical,57
85,128,Flying,Electric,95,134,Dark,Fairy,90,Electric,Special,55
155,114,Water,Mono,52,154,Dragon,Bug,80,Dark,Physical,102
88,149,Rock,Bug,149,112,Fairy,Mono,80,Ghost,Special,43
90,114,Grass,Poison,101,72,Ghost,Normal,90,Grass,Special,85
107,128,Ghost,Grass,148,124,Ice,Ground,90,Grass,Special,109
148,79,Dark,Mono,90,98,Flying,Mono,75,Electric,Physical,100
105,94,Fairy,Mono,64,101,Water,Ice,75,Electric,Physical,109
136,73,Ghost,Mono,75,52,Flying,Mono,80,Rock,Special,96
78,162,Water,Mono,102,91,Flying,Mono,90,Water,Special,99
109,89,Poison,Mono,137,88,Water,Mono,90,Poison,Special,54
155,114,Water,Mono,67,56,Flying,Dragon,80,Dark,Physical,79
105,94,Fairy,Mono,74,54,Fire,Bug,95,Fairy,Special,50
98,96,Fire,Bug,57,130,Psychic,Mono,80,Bug,Physical,161
155,81,Rock,Mono,77,72,Flying,Electric,75,Rock,Physical,189
97,70,Ghost,Normal,146,145,Normal,Fire,120,Fighting,Physical,108
83,54,Psychic,Mono,102,79,Fire,Ground,80,Psychic,Physical,41
122,101,Fairy,Rock,153,54,Psychic,Mono,80,Rock,Special,91
99,120,Poison,Mono,124,113,Normal,Mono,90,Poison,Special,64
88,149,Rock,Bug,59,52,Ground,Mono,80,Ghost,Special,151
103,111,Bug,Mono,88,54,Electric,Mono,90,Bug,Special,107
94,165,Bug,Poison,102,91,Flying,Mono,80,Dark,Special,64
72,80,Steel,Water,53,171,Water,Mono,90,Water,Physical,37
66,162,Dragon,Ground,62,162,Normal,Mono,100,Ground,Physical,62
155,81,Rock,Mono,74,54,Fire,Bug,75,Rock,Physical,426
105,94,Fairy,Mono,101,79,Bug,Mono,95,Fairy,Special,71
128,71,Grass,Dragon,124,113,Normal,Mono,80,Fighting,Special,42
66,151,Ice,Bug,150,114,Fighting,Mono,90,Ice,Special,79
117,130,Fire,Ghost,126,149,Fairy,Flying,75,Fire,Physical,40
99,120,Poison,Mono,131,82,Bug,Mono,90,Poison,Special,80
128,94,Fire,Normal,140,87,Psychic,Electric,90,Normal,Special,58
72,117,Flying,Rock,90,98,Flying,Mono,120,Flying,Physical,58
83,54,Psychic,Mono,124,113,Normal,Mono,80,Psychic,Physical,31
106,68,Grass,Normal,71,43,Psychic,Mono,90,Normal,Special,87
72,80,Steel,Water,139,93,Ghost,Grass,80,Dark,Special,54
127,62,Psychic,Electric,71,43,Psychic,Mono,75,Electric,Physical,88
118,99,Fire,Ground,75,52,Flying,Mono,90,Fire,Special,109
105,94,Fairy,Mono,103,82,Rock,Bug,95,Fairy,Special,71
154,81,Electric,Mono,59,52,Ground,Mono,80,Steel,Physical,79
136,73,Ghost,Mono,165,124,Flying,Mono,80,Rock,Special,37
64,134,Flying,Mono,57,130,Psychic,Mono,120,Flying,Physical,91
144,117,Water,Ice,132,149,Ghost,Mono,100,Ground,Physical,46
79,97,Flying,Mono,70,96,Ice,Mono,120,Flying,Physical,131
154,116,Flying,Mono,150,114,Fighting,Mono,120,Flying,Physical,152
148,79,Dark,Mono,124,113,Normal,Mono,80,Dark,Physical,63
148,79,Dark,Mono,55,86,Poison,Mono,80,Dark,Physical,128
103,69,Flying,Dragon,88,79,Bug,Mono,75,Flying,Special,133
156,131,Ice,Mono,93,129,Ghost,Mono,75,Ice,Physical,83
118,99,Fire,Ground,93,129,Ghost,Mono,90,Ground,Special,41
148,81,Normal,Mono,137,88,Water,Mono,85,Normal,Physical,57
49,124,Bug,Mono,124,78,Fighting,Fairy,90,Grass,Special,64
83,54,Psychic,Mono,131,82,Bug,Mono,90,Psychic,Special,35
78,162,Water,Mono,152,94,Rock,Mono,90,Water,Special,305
91,133,Dragon,Mono,64,75,Water,Mono,85,Dragon,Special,102
51,98,Fighting,Fairy,95,134,Dark,Fairy,95,Fairy,Special,87
97,70,Ghost,Normal,95,134,Dark,Fairy,120,Fighting,Physical,47
53,96,Normal,Fire,130,110,Fairy,Rock,100,Ground,Physical,32
49,124,Bug,Mono,52,154,Dragon,Bug,80,Bug,Physical,46
127,62,Psychic,Electric,82,163,Poison,Mono,75,Electric,Physical,76
79,97,Flying,Mono,72,77,Dark,Mono,120,Flying,Physical,76
114,118,Fairy,Mono,128,87,Rock,Mono,95,Fairy,Special,77
128,71,Grass,Dragon,124,113,Normal,Mono,80,Fighting,Special,42
78,162,Water,Mono,124,78,Fighting,Fairy,90,Water,Special,124
75,108,Flying,Mono,165,124,Flying,Mono,90,Electric,Special,61
118,99,Fire,Ground,101,72,Ghost,Normal,90,Ground,Special,73
79,69,Water,Psychic,147,78,Normal,Mono,90,Water,Special,47
79,97,Flying,Mono,61,75,Ground,Mono,90,Water,Physical,104
73,91,Flying,Mono,139,100,Water,Fairy,75,Flying,Special,44
53,104,Fairy,Flying,148,63,Poison,Bug,120,Flying,Physical,51
102,117,Ghost,Mono,139,100,Water,Fairy,80,Ghost,Special,55
107,128,Ghost,Grass,61,75,Ground,Mono,90,Grass,Special,207
102,117,Ghost,Mono,107,78,Fire,Ghost,80,Ghost,Special,139
154,81,Electric,Mono,135,139,Fairy,Dark,80,Steel,Physical,77
78,162,Water,Mono,126,149,Fairy,Flying,90,Water,Special,62
155,81,Rock,Mono,104,110,Grass,Normal,75,Rock,Physical,71
99,120,Poison,Mono,130,120,Psychic,Mono,90,Poison,Special,55
169,126,Poison,Mono,126,149,Fairy,Flying,80,Poison,Physical,142
148,79,Dark,Mono,70,96,Ice,Mono,80,Dark,Physical,110
102,117,Ghost,Mono,130,110,Fairy,Rock,100,Ground,Physical,69
94,165,Bug,Poison,64,101,Water,Ice,120,Fighting,Physical,151
128,94,Fire,Normal,61,77,Fairy,Mono,90,Normal,Special,69
79,97,Flying,Mono,137,88,Water,Mono,75,Flying,Special,52
128,94,Fire,Normal,107,78,Fire,Ghost,75,Electric,Physical,39
63,91,Psychic,Poison,62,162,Normal,Mono,80,Poison,Physical,51
128,94,Fire,Normal,90,98,Flying,Mono,75,Electric,Physical,85
159,85,Rock,Mono,153,54,Psychic,Mono,80,Rock,Special,78
66,151,Ice,Bug,140,87,Psychic,Electric,90,Ice,Special,93
101,86,Water,Fairy,130,120,Psychic,Mono,90,Water,Physical,43
83,54,Psychic,Mono,88,54,Electric,Mono,90,Psychic,Special,92
118,99,Fire,Ground,55,86,Poison,Mono,90,Ground,Special,138
113,80,Dark,Fairy,140,87,Psychic,Electric,80,Dark,Special,86
129,118,Rock,Flying,72,77,Dark,Mono,80,Rock,Special,82
125,61,Fighting,Ice,52,154,Dragon,Bug,120,Fighting,Physical,96
128,94,Fire,Normal,102,91,Flying,Mono,75,Electric,Physical,73
52,96,Normal,Mono,61,75,Ground,Mono,90,Normal,Special,72
140,85,Ice,Ground,157,90,Grass,Poison,75,Ice,Physical,90
72,117,Flying,Rock,66,100,Dragon,Ground,75,Ice,Physical,139
99,64,Ground,Mono,67,56,Flying,Dragon,95,Fairy,Special,85
73,91,Flying,Mono,53,171,Water,Mono,120,Flying,Physical,98
113,80,Dark,Fairy,130,120,Psychic,Mono,80,Dark,Special,68
57,130,Fighting,Electric,101,72,Ghost,Normal,80,Rock,Special,90
114,118,Fairy,Mono,139,100,Water,Fairy,95,Fairy,Special,65
101,86,Water,Fairy,140,134,Flying,Mono,90,Water,Physical,40
136,73,Ghost,Mono,70,96,Ice,Mono,70,Ghost,Physical,87
137,43,Flying,Mono,165,124,Flying,Mono,120,Flying,Physical,59
91,133,Dragon,Mono,88,54,Electric,Mono,85,Dragon,Special,128
159,85,Rock,Mono,153,54,Psychic,Mono,80,Rock,Special,85
127,62,Psychic,Electric,61,77,Fairy,Mono,80,Poison,Physical,150
118,99,Fire,Ground,103,112,Ice,Grass,90,Fire,Special,215
99,64,Ground,Mono,90,98,Flying,Mono,95,Fairy,Special,26
70,131,Rock,Mono,148,124,Ice,Ground,80,Rock,Special,55
125,121,Dragon,Mono,107,78,Fire,Ghost,85,Dragon,Special,88
70,131,Rock,Mono,133,123,Dark,Mono,95,Fairy,Special,80
118,99,Fire,Ground,103,112,Ice,Grass,90,Fire,Special,217
51,98,Fighting,Fairy,101,79,Bug,Mono,95,Fairy,Special,79
118,99,Fire,Ground,126,149,Fairy,Flying,75,Ice,Physical,64
105,94,Fairy,Mono,62,162,Normal,Mono,90,Fairy,Physical,99
136,73,Ghost,Mono,103,132,Fairy,Mono,70,Ghost,Physical,63
155,114,Water,Mono,79,138,Water,Psychic,80,Dark,Physical,123
63,91,Psychic,Poison,130,120,Psychic,Mono,95,Fairy,Special,28
152,49,Ice,Mono,148,124,Ice,Ground,75,Ice,Physical,47
53,104,Fairy,Flying,102,91,Flying,Mono,95,Fairy,Special,70
106,68,Grass,Normal,88,54,Electric,Mono,90,Normal,Special,65
156,131,Ice,Mono,117,135,Bug,Poison,75,Ice,Physical,64
106,56,Flying,Mono,130,110,Fairy,Rock,120,Flying,Physical,32
96,108,Normal,Mono,102,79,Fire,Ground,90,Ground,Special,107
137,43,Flying,Mono,135,139,Fairy,Dark,120,Flying,Physical,75
91,133,Dragon,Mono,130,120,Psychic,Mono,85,Dragon,Special,63
137,43,Flying,Mono,88,79,Bug,Mono,120,Flying,Physical,359
110,67,Fighting,Mono,133,111,Flying,Rock,120,Fighting,Physical,64
53,69,Psychic,Mono,66,100,Dragon,Ground,80,Psychic,Physical,44
101,86,Water,Fairy,128,128,Grass,Dragon,120,Flying,Physical,85
75,136,Fairy,Dark,101,72,Ghost,Normal,95,Fairy,Special,111
66,151,Ice,Bug,103,112,Ice,Grass,90,Ice,Special,79
72,117,Flying,Rock,128,132,Fighting,Electric,120,Flying,Physical,40
88,149,Rock,Bug,59,52,Ground,Mono,80,Ghost,Special,102
139,74,Ground,Mono,101,79,Bug,Mono,120,Flying,Physical,130
101,86,Water,Fairy,137,88,Water,Mono,120,Flying,Physical,38
159,85,Rock,Mono,103,82,Rock,Bug,75,Rock,Physical,132
64,134,Flying,Mono,117,135,Bug,Poison,75,Flying,Special,90
156,131,Ice,Mono,90,98,Flying,Mono,75,Ice,Physical,161
118,99,Fire,Ground,147,78,Normal,Mono,90,Ground,Special,68
136,73,Ghost,Mono,61,75,Ground,Mono,70,Ghost,Physical,101
72,80,Steel,Water,101,72,Ghost,Normal,80,Dark,Special,72
144,117,Water,Ice,53,171,Water,Mono,100,Ground,Physical,168
152,49,Ice,Mono,67,56,Flying,Dragon,75,Ice,Physical,392
51,98,Fighting,Fairy,62,162,Normal,Mono,80,Fighting,Special,66
155,114,Water,Mono,124,78,Fighting,Fairy,90,Psychic,Special,106
155,81,Rock,Mono,59,87,Poison,Mono,75,Rock,Physical,128
53,96,Normal,Fire,130,110,Fairy,Rock,100,Ground,Physical,35
144,117,Water,Ice,103,82,Rock,Bug,90,Water,Special,158
64,134,Flying,Mono,61,75,Ground,Mono,75,Flying,Special,83
51,98,Fighting,Fairy,101,95,Ice,Flying,90,Electric,Special,76
154,116,Flying,Mono,114,76,Dark,Mono,120,Flying,Physical,104
78,162,Water,Mono,74,54,Fire,Bug,90,Water,Special,324
80,97,Poison,Bug,153,54,Psychic,Mono,90,Bug,Special,192
101,86,Water,Fairy,140,87,Psychic,Electric,90,Water,Special,61
64,134,Flying,Mono,152,94,Rock,Mono,90,Ground,Special,109
68,135,Ghost,Mono,79,138,Water,Psychic,80,Ghost,Special,95
75,136,Fairy,Dark,130,110,Fairy,Rock,95,Fairy,Special,78
53,96,Normal,Fire,74,54,Fire,Bug,90,Fire,Special,108
125,61,Fighting,Ice,101,79,Bug,Mono,120,Fighting,Physical,48
155,81,Rock,Mono,153,54,Psychic,Mono,80,Rock,Special,71
107,128,Ghost,Grass,100,90,Dragon,Mono,90,Ground,Special,53
97,70,Ghost,Normal,103,82,Rock,Bug,120,Fighting,Physical,45
106,54,Dark,Mono,103,112,Ice,Grass,120,Fighting,Physical,110
103,111,Bug,Mono,139,100,Water,Fairy,120,Flying,Physical,37
99,120,Poison,Mono,71,43,Psychic,Mono,90,Poison,Special,161
75,108,Flying,Mono,140,103,Flying,Mono,90,Electric,Special,73
122,101,Fairy,Rock,74,54,Fire,Bug,80,Rock,Special,397
110,67,Fighting,Mono,62,162,Normal,Mono,120,Fighting,Physical,262
102,117,Ghost,Mono,53,171,Water,Mono,70,Ghost,Physical,83
80,97,Poison,Bug,104,110,Grass,Normal,90,Bug,Special,100
75,108,Flying,Mono,114,58,Ice,Mono,75,Flying,Special,88
99,120,Poison,Mono,93,129,Ghost,Mono,90,Grass,Special,36
148,79,Dark,Mono,128,87,Rock,Mono,80,Dark,Physical,62
152,49,Ice,Mono,153,54,Psychic,Mono,90,Bug,Special,71
107,128,Ghost,Grass,101,95,Ice,Flying,70,Ghost,Physical,45
51,98,Fighting,Fairy,150,158,Psychic,Poison,90,Electric,Special,24
102,87,Water,Mono,119,88,Ghost,Mono,80,Dark,Physical,62
128,71,Grass,Dragon,157,90,Grass,Poison,85,Dragon,Special,44
136,73,Ghost,Mono,102,91,Flying,Mono,70,Ghost,Physical,57
128,94,Fire,Normal,130,110,Fairy,Rock,75,Electric,Physical,30
85,128,Flying,Electric,93,129,Ghost,Mono,90,Electric,Special,57
75,136,Fairy,Dark,102,79,Fire,Ground,80,Fighting,Special,56
114,118,Fairy,Mono,128,128,Grass,Dragon,95,Fairy,Special,106
154,81,Electric,Mono,139,93,Ghost,Grass,80,Steel,Physical,37
102,117,Ghost,Mono,88,79,Bug,Mono,90,Fire,Special,120
53,96,Normal,Fire,74,54,Fire,Bug,90,Fire,Special,91
148,81,Normal,Mono,130,110,Fairy,Rock,90,Fairy,Physical,45
136,73,Ghost,Mono,110,113,Rock,Flying,70,Ghost,Physical,57
169,126,Poison,Mono,88,54,Electric,Mono,90,Poison,Special,132
140,85,Ice,Ground,128,132,Fighting,Electric,100,Ground,Physical,150
49,124,Bug,Mono,64,101,Water,Ice,90,Grass,Special,90
154,81,Electric,Mono,157,90,Grass,Poison,90,Psychic,Special,73
119,55,Bug,Mono,74,54,Fire,Bug,80,Dark,Physical,50
148,79,Dark,Mono,102,124,Fighting,Ice,75,Electric,Physical,45
113,80,Dark,Fairy,79,138,Water,Psychic,90,Fairy,Physical,80
118,99,Fire,Ground,100,90,Dragon,Mono,75,Ice,Physical,80
139,74,Ground,Mono,150,158,Psychic,Poison,100,Ground,Physical,107
68,135,Ghost,Mono,59,87,Poison,Mono,100,Ground,Physical,98
114,118,Fairy,Mono,101,79,Bug,Mono,95,Fairy,Special,84
101,86,Water,Fairy,124,78,Fighting,Fairy,120,Flying,Physical,83
64,134,Flying,Mono,128,132,Fighting,Electric,90,Ground,Special,79
83,54,Psychic,Mono,117,80,Poison,Mono,90,Psychic,Special,73
53,96,Normal,Fire,124,78,Fighting,Fairy,90,Fire,Special,70
102,117,Ghost,Mono,130,120,Psychic,Mono,80,Ghost,Special,100
129,118,Rock,Flying,88,79,Bug,Mono,80,Rock,Special,158
129,118,Rock,Flying,95,134,Dark,Fairy,90,Poison,Special,64
108,148,Dark,Mono,110,113,Rock,Flying,80,Dark,Special,69
79,97,Flying,Mono,140,87,Psychic,Electric,75,Flying,Special,24
155,114,Water,Mono,114,76,Dark,Mono,90,Water,Special,80
72,80,Steel,Water,117,80,Poison,Mono,90,Water,Special,52
140,85,Ice,Ground,139,93,Ghost,Grass,75,Ice,Physical,99
53,104,Fairy,Flying,165,124,Flying,Mono,95,Fairy,Special,54
139,74,Ground,Mono,72,77,Dark,Mono,100,Ground,Physical,118
75,108,Flying,Mono,110,113,Rock,Flying,90,Electric,Special,74
128,71,Grass,Dragon,104,110,Grass,Normal,80,Fighting,Special,45
78,162,Water,Mono,128,128,Grass,Dragon,90,Bug,Special,102
169,126,Poison,Mono,61,77,Fairy,Mono,80,Poison,Physical,261
107,128,Ghost,Grass,52,154,Dragon,Bug,70,Ghost,Physical,86
83,54,Psychic,Mono,70,96,Ice,Mono,80,Psychic,Physical,64
90,114,Grass,Poison,70,96,Ice,Mono,120,Fighting,Physical,132
49,71,Ice,Grass,72,77,Dark,Mono,90,Grass,Physical,36
125,121,Dragon,Mono,139,93,Ghost,Grass,75,Flying,Special,77
127,62,Psychic,Electric,146,145,Normal,Fire,75,Electric,Physical,39
136,73,Ghost,Mono,103,132,Fairy,Mono,70,Ghost,Physical,62
139,74,Ground,Mono,102,124,Fighting,Ice,120,Flying,Physical,140
113,80,Dark,Fairy,124,78,Fighting,Fairy,90,Fairy,Physical,109
125,121,Dragon,Mono,148,63,Poison,Bug,75,Flying,Special,130
79,97,Flying,Mono,131,82,Bug,Mono,75,Flying,Special,107
105,94,Fairy,Mono,103,82,Rock,Bug,95,Fairy,Special,65
127,62,Psychic,Electric,165,124,Flying,Mono,75,Electric,Physical,69
