event_id,battle_id,seq,turn_no,phase,event_type,command,actor_id,actor_side,actor_slot,actor_name,target_id,target_side,target_slot,target_name,move_name,pokemon_name,hp_current,hp_max,hp_status,delta_hp,effect,source,details_json,raw_args_json,raw_line
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000045,smogtours-gen5ou-59402_copy,45,,Spectator,UserJoined,J,,,,Yogiras,,,,,,,,,,,,,,"[""Yogiras""]",|J|Yogiras
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000046,smogtours-gen5ou-59402_copy,46,,Chat,ChatMessage,c,,,,&iconic,,,,,,,,,,,vive la france . . .,,,"[""&iconic"", ""vive la france . . .""]",|c|&iconic|vive la france . . .
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000047,smogtours-gen5ou-59402_copy,47,,Spectator,UserJoined,J,,,,littlelucario,,,,,,,,,,,,,,"[""littlelucario""]",|J|littlelucario
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000048,smogtours-gen5ou-59402_copy,48,,Chat,ChatMessage,c,,,,★Reymedy,,,,,,,,,,,...,,,"[""★Reymedy"", ""...""]",|c|★Reymedy|...
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000049,smogtours-gen5ou-59402_copy,49,,Spectator,UserJoined,J,,,,TewMew,,,,,,,,,,,,,,"[""TewMew""]",|J|TewMew
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000050,smogtours-gen5ou-59402_copy,50,,Chat,ChatMessage,c,,,,★Leftiez~,,,,,,,,,,,:p,,,"[""★Leftiez~"", "":p""]",|c|★Leftiez~|:p
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000051,smogtours-gen5ou-59402_copy,51,,Spectator,UserLeft,L,,,,Lord Mur,,,,,,,,,,,,,,"[""Lord Mur""]",|L|Lord Mur
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000052,smogtours-gen5ou-59402_copy,52,,Chat,ChatMessage,c,,,,+littlelucario,,,,,,,,,,,is thiis for a tour?,,,"[""+littlelucario"", ""is thiis for a tour?""]",|c|+littlelucario|is thiis for a tour?
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000053,smogtours-gen5ou-59402_copy,53,,Spectator,UserJoined,J,,,,boudouche,,,,,,,,,,,,,,"[""boudouche""]",|J|boudouche
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000054,smogtours-gen5ou-59402_copy,54,,Chat,ChatMessage,c,,,,&iconic,,,,,,,,,,,reymedy that looks like my frontier team from 2 yrs ago,,,"[""&iconic"", ""reymedy that looks like my frontier team from 2 yrs ago""]",|c|&iconic|reymedy that looks like my frontier team from 2 yrs ago
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000055,smogtours-gen5ou-59402_copy,55,,Spectator,UserJoined,J,,,,Jimmy Turtwig,,,,,,,,,,,,,,"[""Jimmy Turtwig""]",|J|Jimmy Turtwig
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000056,smogtours-gen5ou-59402_copy,56,,Chat,ChatMessage,c,,,,&iconic,,,,,,,,,,,its v rain stall weak :(,,,"[""&iconic"", ""its v rain stall weak :(""]",|c|&iconic|its v rain stall weak :(
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000057,smogtours-gen5ou-59402_copy,57,,Spectator,UserJoined,J,,,,SoulWind,,,,,,,,,,,,,,"[""SoulWind""]",|J|SoulWind
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000058,smogtours-gen5ou-59402_copy,58,,Spectator,UserJoined,J,,,,BahaWin,,,,,,,,,,,,,,"[""BahaWin""]",|J|BahaWin
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000059,smogtours-gen5ou-59402_copy,59,,Chat,ChatMessage,c,,,,★Reymedy,,,,,,,,,,,:P,,,"[""★Reymedy"", "":P""]",|c|★Reymedy|:P
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000060,smogtours-gen5ou-59402_copy,60,,Chat,ChatMessage,c,,,,&iconic,,,,,,,,,,,screw phil and his rain stal,,,"[""&iconic"", ""screw phil and his rain stal""]",|c|&iconic|screw phil and his rain stal
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000061,smogtours-gen5ou-59402_copy,61,,Meta,BattleStarted,start,,,,,,,,,,,,,,,,,"{""tags"": []}",[],|start
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000062,smogtours-gen5ou-59402_copy,62,,Switch,PokemonSwitched,switch,p1a: Gengen,p1,p1a,Gengen,,,,,,"Breloom, F",307.0,307.0,,,,,,"[""p1a: Gengen"", ""Breloom, F"", ""307/307""]","|switch|p1a: Gengen|Breloom, F|307/307"
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000063,smogtours-gen5ou-59402_copy,63,,Switch,PokemonSwitched,switch,p2a: Rotom-Wash,p2,p2a,Rotom-Wash,,,,,,Rotom-Wash,271.0,271.0,,,,,,"[""p2a: Rotom-Wash"", ""Rotom-Wash"", ""271/271""]",|switch|p2a: Rotom-Wash|Rotom-Wash|271/271
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000064,smogtours-gen5ou-59402_copy,64,1.0,TurnMarker,TurnStarted,turn,,,,,,,,,,,,,,,,,,"[""1""]",|turn|1
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000065,smogtours-gen5ou-59402_copy,65,1.0,Spectator,UserJoined,J,,,,WcJay,,,,,,,,,,,,,,"[""WcJay""]",|J|WcJay
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000066,smogtours-gen5ou-59402_copy,66,1.0,Action,MoveUsed,move,p2a: Rotom-Wash,p2,p2a,Rotom-Wash,p1a: Gengen,p1,p1a,Gengen,Hidden Power,,,,,,,,"{""tags"": []}","[""p2a: Rotom-Wash"", ""Hidden Power"", ""p1a: Gengen""]",|move|p2a: Rotom-Wash|Hidden Power|p1a: Gengen
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000067,smogtours-gen5ou-59402_copy,67,1.0,Event,TypeEffectivenessSuper,-supereffective,,,,,p1a: Gengen,p1,p1a,Gengen,,,,,,,,,"{""tags"": []}","[""p1a: Gengen""]",|-supereffective|p1a: Gengen
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000068,smogtours-gen5ou-59402_copy,68,1.0,HPChange,DamageApplied,-damage,p1a: Gengen,p1,p1a,Gengen,,,,,,,69.0,307.0,,-238.0,,,"{""tags"": []}","[""p1a: Gengen"", ""69/307""]",|-damage|p1a: Gengen|69/307
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000069,smogtours-gen5ou-59402_copy,69,1.0,Action,MoveUsed,move,p1a: Gengen,p1,p1a,Gengen,p2a: Rotom-Wash,p2,p2a,Rotom-Wash,Spore,,,,,,,,"{""tags"": []}","[""p1a: Gengen"", ""Spore"", ""p2a: Rotom-Wash""]",|move|p1a: Gengen|Spore|p2a: Rotom-Wash
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000070,smogtours-gen5ou-59402_copy,70,1.0,Status,StatusApplied,-status,p2a: Rotom-Wash,p2,p2a,Rotom-Wash,,,,,,,,,,,slp,,"{""tags"": []}","[""p2a: Rotom-Wash"", ""slp""]",|-status|p2a: Rotom-Wash|slp
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000071,smogtours-gen5ou-59402_copy,71,1.0,Event,ItemEnded,-enditem,p2a: Rotom-Wash,p2,p2a,Rotom-Wash,,,,,,,,,,,Chesto Berry,,"{""tags"": [""[eat]""], ""eat"": """"}","[""p2a: Rotom-Wash"", ""Chesto Berry"", ""[eat]""]",|-enditem|p2a: Rotom-Wash|Chesto Berry|[eat]
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000072,smogtours-gen5ou-59402_copy,72,1.0,Status,StatusCured,-curestatus,p2a: Rotom-Wash,p2,p2a,Rotom-Wash,,,,,,,,,,,slp,,"{""tags"": []}","[""p2a: Rotom-Wash"", ""slp""]",|-curestatus|p2a: Rotom-Wash|slp
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000073,smogtours-gen5ou-59402_copy,73,1.0,Status,StatusApplied,-status,p1a: Gengen,p1,p1a,Gengen,,,,,,,,,,,tox,,"{""tags"": [""[from] item: Toxic Orb""], ""from"": ""item: Toxic Orb""}","[""p1a: Gengen"", ""tox"", ""[from] item: Toxic Orb""]",|-status|p1a: Gengen|tox|[from] item: Toxic Orb
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000074,smogtours-gen5ou-59402_copy,74,2.0,TurnMarker,TurnStarted,turn,,,,,,,,,,,,,,,,,,"[""2""]",|turn|2
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000075,smogtours-gen5ou-59402_copy,75,2.0,Chat,ChatMessage,c,,,,+littlelucario,,,,,,,,,,,not,,,"[""+littlelucario"", ""not""]",|c|+littlelucario|not
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000076,smogtours-gen5ou-59402_copy,76,2.0,Chat,ChatMessage,c,,,,+littlelucario,,,,,,,,,,,bad,,,"[""+littlelucario"", ""bad""]",|c|+littlelucario|bad
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000077,smogtours-gen5ou-59402_copy,77,2.0,Spectator,UserJoined,J,,,,LJDarkrai,,,,,,,,,,,,,,"[""LJDarkrai""]",|J|LJDarkrai
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000078,smogtours-gen5ou-59402_copy,78,2.0,Spectator,UserLeft,L,,,,MegaStarUniverse,,,,,,,,,,,,,,"[""MegaStarUniverse""]",|L|MegaStarUniverse
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000079,smogtours-gen5ou-59402_copy,79,2.0,Spectator,UserJoined,J,,,,Korby,,,,,,,,,,,,,,"[""Korby""]",|J|Korby
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000080,smogtours-gen5ou-59402_copy,80,2.0,Spectator,UserJoined,J,,,,Tom0410,,,,,,,,,,,,,,"[""Tom0410""]",|J|Tom0410
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000081,smogtours-gen5ou-59402_copy,81,2.0,Spectator,UserJoined,J,,,,davidTheMaster,,,,,,,,,,,,,,"[""davidTheMaster""]",|J|davidTheMaster
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000082,smogtours-gen5ou-59402_copy,82,2.0,Spectator,UserJoined,J,,,,Vinc608,,,,,,,,,,,,,,"[""Vinc608""]",|J|Vinc608
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000083,smogtours-gen5ou-59402_copy,83,2.0,Spectator,UserJoined,J,,,,Bowlii,,,,,,,,,,,,,,"[""Bowlii""]",|J|Bowlii
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000084,smogtours-gen5ou-59402_copy,84,2.0,Switch,PokemonSwitched,switch,p1a: Nanami,p1,p1a,Nanami,,,,,,Jirachi,403.0,403.0,,,,,,"[""p1a: Nanami"", ""Jirachi"", ""403/403""]",|switch|p1a: Nanami|Jirachi|403/403
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000085,smogtours-gen5ou-59402_copy,85,2.0,Action,MoveUsed,move,p2a: Rotom-Wash,p2,p2a,Rotom-Wash,p1a: Nanami,p1,p1a,Nanami,Hydro Pump,,,,,,,,"{""tags"": []}","[""p2a: Rotom-Wash"", ""Hydro Pump"", ""p1a: Nanami""]",|move|p2a: Rotom-Wash|Hydro Pump|p1a: Nanami
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000086,smogtours-gen5ou-59402_copy,86,2.0,HPChange,DamageApplied,-damage,p1a: Nanami,p1,p1a,Nanami,,,,,,,253.0,403.0,,-150.0,,,"{""tags"": []}","[""p1a: Nanami"", ""253/403""]",|-damage|p1a: Nanami|253/403
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000087,smogtours-gen5ou-59402_copy,87,2.0,HPChange,HealApplied,-heal,p1a: Nanami,p1,p1a,Nanami,,,,,,,278.0,403.0,,25.0,,item: Leftovers,"{""tags"": [""[from] item: Leftovers""], ""from"": ""item: Leftovers""}","[""p1a: Nanami"", ""278/403"", ""[from] item: Leftovers""]",|-heal|p1a: Nanami|278/403|[from] item: Leftovers
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000088,smogtours-gen5ou-59402_copy,88,3.0,TurnMarker,TurnStarted,turn,,,,,,,,,,,,,,,,,,"[""3""]",|turn|3
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000089,smogtours-gen5ou-59402_copy,89,3.0,Spectator,UserJoined,J,,,,pholovvers,,,,,,,,,,,,,,"[""pholovvers""]",|J|pholovvers
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000090,smogtours-gen5ou-59402_copy,90,3.0,Action,MoveUsed,move,p2a: Rotom-Wash,p2,p2a,Rotom-Wash,p1a: Nanami,p1,p1a,Nanami,Volt Switch,,,,,,,,"{""tags"": []}","[""p2a: Rotom-Wash"", ""Volt Switch"", ""p1a: Nanami""]",|move|p2a: Rotom-Wash|Volt Switch|p1a: Nanami
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000091,smogtours-gen5ou-59402_copy,91,3.0,HPChange,DamageApplied,-damage,p1a: Nanami,p1,p1a,Nanami,,,,,,,193.0,403.0,,-85.0,,,"{""tags"": []}","[""p1a: Nanami"", ""193/403""]",|-damage|p1a: Nanami|193/403
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000092,smogtours-gen5ou-59402_copy,92,3.0,Switch,PokemonSwitched,switch,p2a: Hippowdon,p2,p2a,Hippowdon,,,,,,"Hippowdon, F",420.0,420.0,,,,,,"[""p2a: Hippowdon"", ""Hippowdon, F"", ""420/420""]","|switch|p2a: Hippowdon|Hippowdon, F|420/420"
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000093,smogtours-gen5ou-59402_copy,93,3.0,Field,WeatherChanged,-weather,,,,,,,,,,,,,,,Sandstorm,ability: Sand Stream,"{""tags"": [""[from] ability: Sand Stream"", ""[of] p2a: Hippowdon""], ""from"": ""ability: Sand Stream"", ""of"": ""p2a: Hippowdon""}","[""Sandstorm"", ""[from] ability: Sand Stream"", ""[of] p2a: Hippowdon""]",|-weather|Sandstorm|[from] ability: Sand Stream|[of] p2a: Hippowdon
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000094,smogtours-gen5ou-59402_copy,94,3.0,Action,MoveUsed,move,p1a: Nanami,p1,p1a,Nanami,p1a: Nanami,p1,p1a,Nanami,Wish,,,,,,,,"{""tags"": []}","[""p1a: Nanami"", ""Wish"", ""p1a: Nanami""]",|move|p1a: Nanami|Wish|p1a: Nanami
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000095,smogtours-gen5ou-59402_copy,95,3.0,Field,WeatherChanged,-weather,,,,,,,,,,,,,,,Sandstorm,,"{""tags"": [""[upkeep]""], ""upkeep"": """"}","[""Sandstorm"", ""[upkeep]""]",|-weather|Sandstorm|[upkeep]
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000096,smogtours-gen5ou-59402_copy,96,3.0,HPChange,HealApplied,-heal,p1a: Nanami,p1,p1a,Nanami,,,,,,,218.0,403.0,,25.0,,item: Leftovers,"{""tags"": [""[from] item: Leftovers""], ""from"": ""item: Leftovers""}","[""p1a: Nanami"", ""218/403"", ""[from] item: Leftovers""]",|-heal|p1a: Nanami|218/403|[from] item: Leftovers
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000097,smogtours-gen5ou-59402_copy,97,4.0,TurnMarker,TurnStarted,turn,,,,,,,,,,,,,,,,,,"[""4""]",|turn|4
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000098,smogtours-gen5ou-59402_copy,98,4.0,Spectator,UserJoined,J,,,,xastify,,,,,,,,,,,,,,"[""xastify""]",|J|xastify
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000099,smogtours-gen5ou-59402_copy,99,4.0,Spectator,UserLeft,L,,,,pholovvers,,,,,,,,,,,,,,"[""pholovvers""]",|L|pholovvers
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000100,smogtours-gen5ou-59402_copy,100,4.0,Spectator,UserJoined,J,,,,Marshall.Law,,,,,,,,,,,,,,"[""Marshall.Law""]",|J|Marshall.Law
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000101,smogtours-gen5ou-59402_copy,101,4.0,Spectator,UserJoined,J,,,,Stratos,,,,,,,,,,,,,,"[""Stratos""]",|J|Stratos
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000102,smogtours-gen5ou-59402_copy,102,4.0,Switch,PokemonSwitched,switch,p1a: Rikimaru,p1,p1a,Rikimaru,,,,,,"Garchomp, M",420.0,420.0,,,,,,"[""p1a: Rikimaru"", ""Garchomp, M"", ""420/420""]","|switch|p1a: Rikimaru|Garchomp, M|420/420"
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000103,smogtours-gen5ou-59402_copy,103,4.0,Action,MoveUsed,move,p2a: Hippowdon,p2,p2a,Hippowdon,p1a: Rikimaru,p1,p1a,Rikimaru,Earthquake,,,,,,,,"{""tags"": []}","[""p2a: Hippowdon"", ""Earthquake"", ""p1a: Rikimaru""]",|move|p2a: Hippowdon|Earthquake|p1a: Rikimaru
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000104,smogtours-gen5ou-59402_copy,104,4.0,HPChange,DamageApplied,-damage,p1a: Rikimaru,p1,p1a,Rikimaru,,,,,,,294.0,420.0,,-126.0,,,"{""tags"": []}","[""p1a: Rikimaru"", ""294/420""]",|-damage|p1a: Rikimaru|294/420
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000105,smogtours-gen5ou-59402_copy,105,4.0,Field,WeatherChanged,-weather,,,,,,,,,,,,,,,Sandstorm,,"{""tags"": [""[upkeep]""], ""upkeep"": """"}","[""Sandstorm"", ""[upkeep]""]",|-weather|Sandstorm|[upkeep]
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000106,smogtours-gen5ou-59402_copy,106,4.0,HPChange,HealApplied,-heal,p1a: Rikimaru,p1,p1a,Rikimaru,,,,,,,420.0,420.0,,126.0,,move: Wish,"{""tags"": [""[from] move: Wish"", ""[wisher] Nanami""], ""from"": ""move: Wish"", ""wisher"": ""Nanami""}","[""p1a: Rikimaru"", ""420/420"", ""[from] move: Wish"", ""[wisher] Nanami""]",|-heal|p1a: Rikimaru|420/420|[from] move: Wish|[wisher] Nanami
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000107,smogtours-gen5ou-59402_copy,107,5.0,TurnMarker,TurnStarted,turn,,,,,,,,,,,,,,,,,,"[""5""]",|turn|5
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000108,smogtours-gen5ou-59402_copy,108,5.0,Action,MoveUsed,move,p1a: Rikimaru,p1,p1a,Rikimaru,p2a: Hippowdon,p2,p2a,Hippowdon,Stealth Rock,,,,,,,,"{""tags"": []}","[""p1a: Rikimaru"", ""Stealth Rock"", ""p2a: Hippowdon""]",|move|p1a: Rikimaru|Stealth Rock|p2a: Hippowdon
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000109,smogtours-gen5ou-59402_copy,109,5.0,Field,SideConditionStarted,-sidestart,,,,,,,,,,,,,,,p2: Leftiez~,,"{""tags"": [""move: Stealth Rock""], ""other"": [""move: Stealth Rock""]}","[""p2: Leftiez~"", ""move: Stealth Rock""]",|-sidestart|p2: Leftiez~|move: Stealth Rock
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000110,smogtours-gen5ou-59402_copy,110,5.0,Action,MoveUsed,move,p2a: Hippowdon,p2,p2a,Hippowdon,p1a: Rikimaru,p1,p1a,Rikimaru,Ice Fang,,,,,,,,"{""tags"": []}","[""p2a: Hippowdon"", ""Ice Fang"", ""p1a: Rikimaru""]",|move|p2a: Hippowdon|Ice Fang|p1a: Rikimaru
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000111,smogtours-gen5ou-59402_copy,111,5.0,Event,TypeEffectivenessSuper,-supereffective,,,,,p1a: Rikimaru,p1,p1a,Rikimaru,,,,,,,,,"{""tags"": []}","[""p1a: Rikimaru""]",|-supereffective|p1a: Rikimaru
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000112,smogtours-gen5ou-59402_copy,112,5.0,HPChange,DamageApplied,-damage,p1a: Rikimaru,p1,p1a,Rikimaru,,,,,,,236.0,420.0,,-184.0,,,"{""tags"": []}","[""p1a: Rikimaru"", ""236/420""]",|-damage|p1a: Rikimaru|236/420
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000113,smogtours-gen5ou-59402_copy,113,5.0,HPChange,DamageApplied,-damage,p2a: Hippowdon,p2,p2a,Hippowdon,,,,,,,368.0,420.0,,-52.0,,ability: Rough Skin,"{""tags"": [""[from] ability: Rough Skin"", ""[of] p1a: Rikimaru""], ""from"": ""ability: Rough Skin"", ""of"": ""p1a: Rikimaru""}","[""p2a: Hippowdon"", ""368/420"", ""[from] ability: Rough Skin"", ""[of] p1a: Rikimaru""]",|-damage|p2a: Hippowdon|368/420|[from] ability: Rough Skin|[of] p1a: Rikimaru
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000114,smogtours-gen5ou-59402_copy,114,5.0,HPChange,DamageApplied,-damage,p2a: Hippowdon,p2,p2a,Hippowdon,,,,,,,298.0,420.0,,-70.0,,item: Rocky Helmet,"{""tags"": [""[from] item: Rocky Helmet"", ""[of] p1a: Rikimaru""], ""from"": ""item: Rocky Helmet"", ""of"": ""p1a: Rikimaru""}","[""p2a: Hippowdon"", ""298/420"", ""[from] item: Rocky Helmet"", ""[of] p1a: Rikimaru""]",|-damage|p2a: Hippowdon|298/420|[from] item: Rocky Helmet|[of] p1a: Rikimaru
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000115,smogtours-gen5ou-59402_copy,115,5.0,Field,WeatherChanged,-weather,,,,,,,,,,,,,,,Sandstorm,,"{""tags"": [""[upkeep]""], ""upkeep"": """"}","[""Sandstorm"", ""[upkeep]""]",|-weather|Sandstorm|[upkeep]
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000116,smogtours-gen5ou-59402_copy,116,5.0,HPChange,HealApplied,-heal,p2a: Hippowdon,p2,p2a,Hippowdon,,,,,,,324.0,420.0,,26.0,,item: Leftovers,"{""tags"": [""[from] item: Leftovers""], ""from"": ""item: Leftovers""}","[""p2a: Hippowdon"", ""324/420"", ""[from] item: Leftovers""]",|-heal|p2a: Hippowdon|324/420|[from] item: Leftovers
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000117,smogtours-gen5ou-59402_copy,117,6.0,TurnMarker,TurnStarted,turn,,,,,,,,,,,,,,,,,,"[""6""]",|turn|6
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000118,smogtours-gen5ou-59402_copy,118,6.0,Action,MoveUsed,move,p1a: Rikimaru,p1,p1a,Rikimaru,p2a: Hippowdon,p2,p2a,Hippowdon,Toxic,,,,,,,,"{""tags"": []}","[""p1a: Rikimaru"", ""Toxic"", ""p2a: Hippowdon""]",|move|p1a: Rikimaru|Toxic|p2a: Hippowdon
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000119,smogtours-gen5ou-59402_copy,119,6.0,Status,StatusApplied,-status,p2a: Hippowdon,p2,p2a,Hippowdon,,,,,,,,,,,tox,,"{""tags"": []}","[""p2a: Hippowdon"", ""tox""]",|-status|p2a: Hippowdon|tox
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000120,smogtours-gen5ou-59402_copy,120,6.0,Action,MoveUsed,move,p2a: Hippowdon,p2,p2a,Hippowdon,p1a: Rikimaru,p1,p1a,Rikimaru,Stealth Rock,,,,,,,,"{""tags"": []}","[""p2a: Hippowdon"", ""Stealth Rock"", ""p1a: Rikimaru""]",|move|p2a: Hippowdon|Stealth Rock|p1a: Rikimaru
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000121,smogtours-gen5ou-59402_copy,121,6.0,Field,SideConditionStarted,-sidestart,,,,,,,,,,,,,,,p1: Reymedy,,"{""tags"": [""move: Stealth Rock""], ""other"": [""move: Stealth Rock""]}","[""p1: Reymedy"", ""move: Stealth Rock""]",|-sidestart|p1: Reymedy|move: Stealth Rock
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000122,smogtours-gen5ou-59402_copy,122,6.0,Field,WeatherChanged,-weather,,,,,,,,,,,,,,,Sandstorm,,"{""tags"": [""[upkeep]""], ""upkeep"": """"}","[""Sandstorm"", ""[upkeep]""]",|-weather|Sandstorm|[upkeep]
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000123,smogtours-gen5ou-59402_copy,123,6.0,HPChange,HealApplied,-heal,p2a: Hippowdon,p2,p2a,Hippowdon,,,,,,,350.0,420.0,tox,26.0,,item: Leftovers,"{""tags"": [""[from] item: Leftovers""], ""from"": ""item: Leftovers""}","[""p2a: Hippowdon"", ""350/420 tox"", ""[from] item: Leftovers""]",|-heal|p2a: Hippowdon|350/420 tox|[from] item: Leftovers
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000124,smogtours-gen5ou-59402_copy,124,6.0,HPChange,DamageApplied,-damage,p2a: Hippowdon,p2,p2a,Hippowdon,,,,,,,324.0,420.0,tox,-26.0,,psn,"{""tags"": [""[from] psn""], ""from"": ""psn""}","[""p2a: Hippowdon"", ""324/420 tox"", ""[from] psn""]",|-damage|p2a: Hippowdon|324/420 tox|[from] psn
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000125,smogtours-gen5ou-59402_copy,125,7.0,TurnMarker,TurnStarted,turn,,,,,,,,,,,,,,,,,,"[""7""]",|turn|7
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000126,smogtours-gen5ou-59402_copy,126,7.0,Spectator,UserLeft,L,,,,Zenadark,,,,,,,,,,,,,,"[""Zenadark""]",|L|Zenadark
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000127,smogtours-gen5ou-59402_copy,127,7.0,Spectator,UserJoined,J,,,,Fairy Peak,,,,,,,,,,,,,,"[""Fairy Peak""]",|J|Fairy Peak
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000128,smogtours-gen5ou-59402_copy,128,7.0,Spectator,UserJoined,J,,,,Zenadark,,,,,,,,,,,,,,"[""Zenadark""]",|J|Zenadark
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000129,smogtours-gen5ou-59402_copy,129,7.0,Switch,PokemonSwitched,switch,p1a: Bonaparte,p1,p1a,Bonaparte,,,,,,"Politoed, M",323.0,323.0,,,,,,"[""p1a: Bonaparte"", ""Politoed, M"", ""323/323""]","|switch|p1a: Bonaparte|Politoed, M|323/323"
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000130,smogtours-gen5ou-59402_copy,130,7.0,HPChange,DamageApplied,-damage,p1a: Bonaparte,p1,p1a,Bonaparte,,,,,,,283.0,323.0,,-40.0,,Stealth Rock,"{""tags"": [""[from] Stealth Rock""], ""from"": ""Stealth Rock""}","[""p1a: Bonaparte"", ""283/323"", ""[from] Stealth Rock""]",|-damage|p1a: Bonaparte|283/323|[from] Stealth Rock
smogtours-gen5ou-59402:000343smogtours-gen5ou-59402:000131,smogtours-gen5ou-59402_copy,131,7.0,Field,WeatherChanged,-weather,,,,,,,,,,,,,,,RainDance,ability: Drizzle,"{""tags"": [""[from] ability: Drizzle"", ""[of] p1a: Bonaparte""], ""from"": ""ability: Drizzle"", ""of"": ""p1a: Bonaparte""}","[""RainDance"", ""[from] ability: Drizzle"", ""[of] p1a: Bonaparte""]",|-weather|RainDance|[from] ability: Drizzle|[of] p1a: Bonaparte
